record_num,timestamp,open,high,low,close,buy_count,sell_count,volume,volume_delta,cumulative_volume_delta,cumulative_volume
630,2025-06-12 04:52:00,6055.75,6056.25,6055.50,6056.25,4,3,7,1,-763,17166
631,2025-06-12 04:53:00,6056.50,6056.50,6056.00,6056.50,8,6,14,2,-761,17180
632,2025-06-12 04:54:00,6056.50,6057.00,6056.50,6056.50,17,11,28,6,-755,17208
633,2025-06-12 04:55:00,6056.50,6058.25,6056.50,6057.50,44,46,90,-2,-757,17298
634,2025-06-12 04:56:00,6057.50,6057.75,6056.50,6056.75,14,24,38,-10,-767,17336
635,2025-06-12 04:57:00,6057.00,6057.00,6056.50,6056.50,6,12,18,-6,-773,17354
636,2025-06-12 04:58:00,6056.50,6057.00,6056.50,6056.75,14,7,21,7,-766,17375
637,2025-06-12 04:59:00,6056.75,6057.25,6056.75,6057.00,12,4,16,8,-758,17391
638,2025-06-12 05:00:00,6057.25,6057.50,6056.75,6057.00,13,14,27,-1,-759,17418
639,2025-06-12 05:01:00,6057.00,6057.75,6056.75,6057.50,12,13,25,-1,-760,17443
640,2025-06-12 05:02:00,6057.25,6058.50,6056.75,6058.50,6,9,15,-3,-763,17458
641,2025-06-12 05:03:00,6058.00,6059.75,6058.00,6059.50,30,17,47,13,-750,17505
642,2025-06-12 05:04:00,6059.25,6059.25,6057.25,6057.25,12,24,36,-12,-762,17541
643,2025-06-12 05:05:00,6057.25,6058.75,6057.25,6058.25,43,37,80,6,-756,17621
644,2025-06-12 05:06:00,6058.75,6059.00,6058.50,6059.00,17,11,28,6,-750,17649
645,2025-06-12 05:07:00,6059.50,6060.00,6059.50,6059.50,17,9,26,8,-742,17675
646,2025-06-12 05:08:00,6059.25,6059.25,6058.75,6058.75,1,7,8,-6,-748,17683
647,2025-06-12 05:09:00,6059.25,6060.00,6059.25,6059.50,15,11,26,4,-744,17709
648,2025-06-12 05:10:00,6059.75,6060.25,6059.75,6060.25,9,9,18,0,-744,17727
649,2025-06-12 05:11:00,6060.25,6060.25,6059.25,6059.50,8,14,22,-6,-750,17749
650,2025-06-12 05:12:00,6059.50,6059.50,6058.25,6058.50,7,12,19,-5,-755,17768
651,2025-06-12 05:13:00,6058.50,6059.00,6058.50,6059.00,50,17,67,33,-722,17835
652,2025-06-12 05:14:00,6058.75,6058.75,6058.00,6058.00,19,30,49,-11,-733,17884
653,2025-06-12 05:15:00,6058.00,6058.50,6057.25,6058.50,46,9,55,37,-696,17939
654,2025-06-12 05:16:00,6058.25,6059.00,6058.00,6058.00,23,10,33,13,-683,17972
655,2025-06-12 05:17:00,6058.00,6058.00,6057.00,6057.00,18,6,24,12,-671,17996
656,2025-06-12 05:18:00,6057.00,6057.00,6056.25,6056.75,18,17,35,1,-670,18031
657,2025-06-12 05:19:00,6056.50,6057.50,6056.50,6057.50,3,5,8,-2,-672,18039
658,2025-06-12 05:20:00,6057.50,6058.75,6057.50,6058.00,27,22,49,5,-667,18088
659,2025-06-12 05:21:00,6058.25,6058.50,6056.50,6057.50,16,16,32,0,-667,18120
660,2025-06-12 05:22:00,6057.25,6057.50,6056.75,6056.75,3,9,12,-6,-673,18132
661,2025-06-12 05:23:00,6056.75,6057.00,6056.75,6056.75,5,2,7,3,-670,18139
662,2025-06-12 05:24:00,6056.75,6057.00,6056.50,6056.75,11,7,18,4,-666,18157
663,2025-06-12 05:25:00,6056.50,6056.50,6055.50,6055.75,11,11,22,0,-666,18179
664,2025-06-12 05:26:00,6056.25,6056.75,6056.00,6056.75,3,6,9,-3,-669,18188
665,2025-06-12 05:27:00,6056.50,6057.00,6056.25,6056.25,4,9,13,-5,-674,18201
666,2025-06-12 05:28:00,6056.50,6057.00,6054.25,6054.25,15,39,54,-24,-698,18255
667,2025-06-12 05:29:00,6054.00,6057.75,6053.75,6057.50,87,52,139,35,-663,18394
668,2025-06-12 05:30:00,6057.50,6059.50,6057.25,6057.75,29,21,50,8,-655,18444
669,2025-06-12 05:31:00,6058.00,6058.75,6056.25,6058.75,13,18,31,-5,-660,18475
670,2025-06-12 05:32:00,6058.75,6059.00,6058.75,6059.00,6,4,10,2,-658,18485
671,2025-06-12 05:33:00,6059.00,6059.75,6058.50,6059.50,14,7,21,7,-651,18506
672,2025-06-12 05:34:00,6059.25,6060.50,6058.00,6060.50,21,20,41,1,-650,18547
673,2025-06-12 05:35:00,6060.50,6064.00,6060.50,6063.75,73,42,115,31,-619,18662
674,2025-06-12 05:36:00,6063.75,6064.00,6063.25,6063.50,36,34,70,2,-617,18732
675,2025-06-12 05:37:00,6063.25,6063.75,6061.25,6061.75,16,26,42,-10,-627,18774
676,2025-06-12 05:38:00,6061.75,6062.50,6061.25,6062.50,7,3,10,4,-623,18784
677,2025-06-12 05:39:00,6062.00,6062.25,6061.75,6062.00,7,4,11,3,-620,18795
678,2025-06-12 05:40:00,6061.50,6061.50,6058.75,6059.00,25,48,73,-23,-643,18868
679,2025-06-12 05:41:00,6059.25,6059.75,6059.00,6059.75,7,7,14,0,-643,18882
680,2025-06-12 05:42:00,6059.25,6059.25,6057.75,6057.75,11,17,28,-6,-649,18910
681,2025-06-12 05:43:00,6057.50,6058.00,6056.25,6057.75,32,19,51,13,-636,18961
682,2025-06-12 05:44:00,6058.50,6059.00,6058.50,6058.50,9,20,29,-11,-647,18990
683,2025-06-12 05:45:00,6058.75,6060.25,6058.50,6059.75,14,8,22,6,-641,19012
684,2025-06-12 05:46:00,6059.50,6059.75,6057.75,6059.75,31,17,48,14,-627,19060
685,2025-06-12 05:47:00,6059.75,6061.00,6059.50,6060.00,31,14,45,17,-610,19105
686,2025-06-12 05:48:00,6060.00,6060.25,6059.00,6059.00,7,3,10,4,-606,19115
687,2025-06-12 05:49:00,6058.75,6058.75,6057.25,6057.50,62,25,87,37,-569,19202
688,2025-06-12 05:50:00,6057.25,6057.25,6056.25,6057.00,32,22,54,10,-559,19256
689,2025-06-12 05:51:00,6057.00,6057.50,6056.75,6057.25,17,20,37,-3,-562,19293
690,2025-06-12 05:52:00,6057.25,6057.25,6055.25,6055.50,18,18,36,0,-562,19329
691,2025-06-12 05:53:00,6055.25,6056.00,6055.00,6055.75,13,6,19,7,-555,19348
692,2025-06-12 05:54:00,6055.50,6056.75,6055.25,6056.25,16,18,34,-2,-557,19382
693,2025-06-12 05:55:00,6056.00,6056.50,6055.75,6055.75,18,36,54,-18,-575,19436
694,2025-06-12 05:56:00,6056.00,6056.75,6055.75,6056.50,6,8,14,-2,-577,19450
695,2025-06-12 05:57:00,6056.50,6057.00,6056.25,6056.50,13,20,33,-7,-584,19483
696,2025-06-12 05:58:00,6056.25,6057.00,6056.25,6056.75,29,24,53,5,-579,19536
697,2025-06-12 05:59:00,6056.50,6056.50,6055.75,6056.25,5,12,17,-7,-586,19553
698,2025-06-12 06:00:00,6055.75,6056.25,6053.00,6053.75,27,55,82,-28,-614,19635
699,2025-06-12 06:01:00,6053.50,6057.00,6052.75,6057.00,36,24,60,12,-602,19695
700,2025-06-12 06:02:00,6057.25,6057.75,6057.25,6057.50,27,10,37,17,-585,19732
701,2025-06-12 06:03:00,6057.75,6057.75,6057.00,6057.50,14,4,18,10,-575,19750
702,2025-06-12 06:04:00,6057.25,6057.25,6055.25,6055.75,2,9,11,-7,-582,19761
703,2025-06-12 06:05:00,6056.00,6056.00,6055.25,6056.00,2,5,7,-3,-585,19768
704,2025-06-12 06:06:00,6056.00,6056.00,6055.25,6056.00,8,5,13,3,-582,19781
705,2025-06-12 06:07:00,6056.00,6056.00,6054.50,6054.50,4,5,9,-1,-583,19790
706,2025-06-12 06:08:00,6053.75,6054.00,6053.00,6053.25,6,7,13,-1,-584,19803
707,2025-06-12 06:09:00,6053.75,6054.00,6052.75,6053.50,13,10,23,3,-581,19826
708,2025-06-12 06:10:00,6053.50,6054.00,6052.75,6053.00,37,32,69,5,-576,19895
709,2025-06-12 06:11:00,6053.00,6054.25,6053.00,6053.25,18,10,28,8,-568,19923
710,2025-06-12 06:12:00,6053.00,6053.25,6050.50,6051.25,17,30,47,-13,-581,19970
711,2025-06-12 06:13:00,6051.50,6052.00,6050.75,6051.25,15,12,27,3,-578,19997
712,2025-06-12 06:14:00,6052.00,6053.50,6052.00,6053.50,22,6,28,16,-562,20025
713,2025-06-12 06:15:00,6054.50,6056.50,6054.50,6056.50,9,8,17,1,-561,20042
714,2025-06-12 06:16:00,6056.75,6057.00,6056.25,6056.75,7,9,16,-2,-563,20058
715,2025-06-12 06:17:00,6056.50,6057.25,6056.50,6056.75,8,11,19,-3,-566,20077
716,2025-06-12 06:18:00,6057.00,6057.25,6056.25,6056.50,9,11,20,-2,-568,20097
717,2025-06-12 06:19:00,6056.75,6057.25,6056.00,6056.00,14,8,22,6,-562,20119
718,2025-06-12 06:20:00,6055.75,6056.25,6054.75,6054.75,10,9,19,1,-561,20138
719,2025-06-12 06:21:00,6053.50,6053.50,6053.25,6053.50,5,4,9,1,-560,20147
720,2025-06-12 06:22:00,6053.50,6054.00,6052.75,6053.75,14,12,26,2,-558,20173
721,2025-06-12 06:23:00,6053.75,6053.75,6051.25,6051.75,17,26,43,-9,-567,20216
722,2025-06-12 06:24:00,6051.25,6051.25,6048.25,6048.50,14,41,55,-27,-594,20271
723,2025-06-12 06:25:00,6048.75,6048.75,6046.75,6047.50,27,56,83,-29,-623,20354
724,2025-06-12 06:26:00,6047.50,6051.00,6047.50,6051.00,36,31,67,5,-618,20421
725,2025-06-12 06:27:00,6051.25,6051.25,6049.50,6049.50,3,12,15,-9,-627,20436
726,2025-06-12 06:28:00,6049.75,6050.50,6049.50,6050.00,11,10,21,1,-626,20457
727,2025-06-12 06:29:00,6050.00,6050.00,6050.00,6050.00,1,0,1,1,-625,20458
728,2025-06-12 06:30:00,6050.50,6051.75,6050.50,6051.50,13,6,19,7,-618,20477
729,2025-06-12 06:31:00,6051.75,6053.25,6050.25,6051.50,45,26,71,19,-599,20548
730,2025-06-12 06:32:00,6051.50,6051.50,6050.25,6051.00,7,2,9,5,-594,20557
731,2025-06-12 06:33:00,6050.75,6051.00,6049.75,6050.25,7,5,12,2,-592,20569
732,2025-06-12 06:34:00,6050.00,6050.00,6049.25,6049.50,1,5,6,-4,-596,20575
733,2025-06-12 06:35:00,6049.50,6049.50,6048.75,6049.25,4,6,10,-2,-598,20585
734,2025-06-12 06:36:00,6049.25,6049.50,6049.25,6049.50,9,4,13,5,-593,20598
735,2025-06-12 06:37:00,6049.75,6051.75,6049.25,6050.75,20,18,38,2,-591,20636
736,2025-06-12 06:38:00,6051.00,6052.00,6050.75,6051.50,19,28,47,-9,-600,20683
737,2025-06-12 06:39:00,6051.50,6052.25,6050.25,6050.75,19,32,51,-13,-613,20734
738,2025-06-12 06:40:00,6051.00,6051.75,6051.00,6051.75,29,16,45,13,-600,20779
739,2025-06-12 06:41:00,6051.00,6054.50,6051.00,6054.00,17,14,31,3,-597,20810
740,2025-06-12 06:42:00,6054.00,6054.00,6053.25,6053.75,9,5,14,4,-593,20824
741,2025-06-12 06:43:00,6053.75,6054.25,6053.75,6054.25,24,4,28,20,-573,20852
742,2025-06-12 06:44:00,6054.00,6054.25,6053.25,6054.25,16,7,23,9,-564,20875
743,2025-06-12 06:45:00,6054.25,6057.50,6054.00,6057.50,50,30,80,20,-544,20955
744,2025-06-12 06:46:00,6057.00,6057.25,6055.25,6055.25,15,20,35,-5,-549,20990
745,2025-06-12 06:47:00,6055.75,6055.75,6055.25,6055.50,13,12,25,1,-548,21015
746,2025-06-12 06:48:00,6055.75,6056.75,6055.75,6056.50,3,3,6,0,-548,21021
747,2025-06-12 06:49:00,6056.50,6056.50,6056.25,6056.25,1,3,4,-2,-550,21025
748,2025-06-12 06:50:00,6056.25,6057.00,6056.25,6056.75,17,10,27,7,-543,21052
749,2025-06-12 06:51:00,6056.25,6058.00,6055.75,6058.00,23,18,41,5,-538,21093
750,2025-06-12 06:52:00,6058.00,6058.00,6056.50,6056.75,11,12,23,-1,-539,21116
751,2025-06-12 06:53:00,6056.75,6057.00,6056.50,6056.50,5,5,10,0,-539,21126
752,2025-06-12 06:54:00,6056.50,6057.00,6056.00,6057.00,1,5,6,-4,-543,21132
753,2025-06-12 06:55:00,6057.25,6058.25,6055.00,6055.25,61,41,102,20,-523,21234
754,2025-06-12 06:56:00,6055.25,6055.25,6053.50,6053.75,31,30,61,1,-522,21295
755,2025-06-12 06:57:00,6053.75,6054.25,6052.75,6052.75,10,11,21,-1,-523,21316
756,2025-06-12 06:58:00,6053.50,6053.75,6053.00,6053.50,8,13,21,-5,-528,21337
757,2025-06-12 06:59:00,6053.25,6054.00,6053.25,6054.00,7,6,13,1,-527,21350
758,2025-06-12 07:00:00,6053.75,6054.75,6052.75,6053.50,34,50,84,-16,-543,21434
759,2025-06-12 07:01:00,6053.00,6053.50,6052.50,6053.00,16,7,23,9,-534,21457
760,2025-06-12 07:02:00,6053.00,6053.00,6051.75,6051.75,11,14,25,-3,-537,21482
761,2025-06-12 07:03:00,6051.75,6053.50,6051.75,6053.50,12,7,19,5,-532,21501
762,2025-06-12 07:04:00,6053.50,6053.50,6052.50,6052.50,3,5,8,-2,-534,21509
763,2025-06-12 07:05:00,6052.25,6052.25,6049.25,6050.25,44,43,87,1,-533,21596
764,2025-06-12 07:06:00,6051.00,6051.50,6049.25,6050.00,16,25,41,-9,-542,21637
765,2025-06-12 07:07:00,6051.00,6053.00,6051.00,6053.00,9,5,14,4,-538,21651
766,2025-06-12 07:08:00,6053.50,6053.75,6053.25,6053.50,3,9,12,-6,-544,21663
767,2025-06-12 07:09:00,6053.50,6054.25,6053.50,6054.00,8,3,11,5,-539,21674
768,2025-06-12 07:10:00,6054.25,6054.75,6054.00,6054.00,11,7,18,4,-535,21692
769,2025-06-12 07:11:00,6053.50,6054.00,6052.25,6054.00,25,17,42,8,-527,21734
770,2025-06-12 07:12:00,6054.00,6055.00,6052.50,6053.25,52,44,96,8,-519,21830
771,2025-06-12 07:13:00,6053.00,6053.00,6052.50,6052.75,4,6,10,-2,-521,21840
772,2025-06-12 07:14:00,6052.75,6052.75,6051.00,6051.25,12,34,46,-22,-543,21886
773,2025-06-12 07:15:00,6050.50,6051.00,6049.75,6051.00,21,14,35,7,-536,21921
774,2025-06-12 07:16:00,6051.25,6051.75,6049.50,6050.00,9,20,29,-11,-547,21950
775,2025-06-12 07:17:00,6050.00,6050.25,6049.75,6049.75,5,11,16,-6,-553,21966
776,2025-06-12 07:18:00,6050.00,6050.75,6049.50,6050.75,15,6,21,9,-544,21987
777,2025-06-12 07:19:00,6050.50,6051.25,6050.50,6051.25,11,3,14,8,-536,22001
778,2025-06-12 07:20:00,6051.25,6052.00,6050.25,6051.25,13,30,43,-17,-553,22044
779,2025-06-12 07:21:00,6051.00,6051.50,6051.00,6051.50,6,5,11,1,-552,22055
780,2025-06-12 07:22:00,6051.25,6051.50,6050.25,6050.50,11,14,25,-3,-555,22080
781,2025-06-12 07:23:00,6050.50,6051.00,6050.25,6051.00,9,3,12,6,-549,22092
782,2025-06-12 07:24:00,6050.75,6051.25,6050.75,6051.25,7,4,11,3,-546,22103
783,2025-06-12 07:25:00,6051.25,6051.25,6050.00,6050.50,9,14,23,-5,-551,22126
784,2025-06-12 07:26:00,6051.00,6051.75,6051.00,6051.00,8,5,13,3,-548,22139
785,2025-06-12 07:27:00,6051.25,6051.75,6051.00,6051.25,14,11,25,3,-545,22164
786,2025-06-12 07:28:00,6050.75,6050.75,6049.00,6049.25,27,22,49,5,-540,22213
787,2025-06-12 07:29:00,6048.75,6049.00,6047.50,6049.00,19,22,41,-3,-543,22254
788,2025-06-12 07:30:00,6048.50,6048.50,6045.50,6046.00,57,68,125,-11,-554,22379
789,2025-06-12 07:31:00,6046.00,6048.25,6045.75,6048.25,26,22,48,4,-550,22427
790,2025-06-12 07:32:00,6048.25,6049.50,6047.00,6048.50,22,41,63,-19,-569,22490
791,2025-06-12 07:33:00,6048.25,6050.25,6048.25,6049.00,18,22,40,-4,-573,22530
792,2025-06-12 07:34:00,6048.75,6049.25,6048.25,6049.00,5,7,12,-2,-575,22542
793,2025-06-12 07:35:00,6049.50,6049.75,6048.00,6049.00,7,17,24,-10,-585,22566
794,2025-06-12 07:36:00,6049.00,6049.00,6047.75,6047.75,11,15,26,-4,-589,22592
795,2025-06-12 07:37:00,6048.50,6048.75,6047.25,6047.25,8,9,17,-1,-590,22609
796,2025-06-12 07:38:00,6047.25,6047.25,6045.00,6046.50,42,44,86,-2,-592,22695
797,2025-06-12 07:39:00,6047.00,6047.50,6046.50,6047.25,11,19,30,-8,-600,22725
798,2025-06-12 07:40:00,6047.25,6048.50,6046.75,6048.50,9,18,27,-9,-609,22752
799,2025-06-12 07:41:00,6048.50,6049.50,6048.00,6049.50,17,27,44,-10,-619,22796
800,2025-06-12 07:42:00,6049.00,6049.25,6048.75,6049.25,3,18,21,-15,-634,22817
801,2025-06-12 07:43:00,6049.75,6049.75,6049.00,6049.75,7,6,13,1,-633,22830
802,2025-06-12 07:44:00,6049.50,6050.50,6049.50,6050.25,15,7,22,8,-625,22852
803,2025-06-12 07:45:00,6050.25,6051.00,6050.00,6051.00,25,9,34,16,-609,22886
804,2025-06-12 07:46:00,6051.25,6051.75,6050.75,6050.75,10,8,18,2,-607,22904
805,2025-06-12 07:47:00,6051.00,6051.25,6049.75,6049.75,6,5,11,1,-606,22915
806,2025-06-12 07:48:00,6049.50,6050.50,6048.75,6050.00,8,13,21,-5,-611,22936
807,2025-06-12 07:49:00,6049.75,6051.25,6049.75,6050.50,6,5,11,1,-610,22947
808,2025-06-12 07:50:00,6050.50,6051.25,6050.00,6050.00,13,17,30,-4,-614,22977
809,2025-06-12 07:51:00,6049.50,6050.25,6046.50,6046.50,14,29,43,-15,-629,23020
810,2025-06-12 07:52:00,6046.00,6046.00,6045.00,6045.50,7,19,26,-12,-641,23046
811,2025-06-12 07:53:00,6045.50,6046.75,6044.75,6045.25,20,12,32,8,-633,23078
812,2025-06-12 07:54:00,6045.00,6046.00,6045.00,6046.00,9,7,16,2,-631,23094
813,2025-06-12 07:55:00,6046.00,6046.25,6045.75,6045.75,9,8,17,1,-630,23111
814,2025-06-12 07:56:00,6045.50,6045.50,6043.00,6043.25,15,41,56,-26,-656,23167
815,2025-06-12 07:57:00,6043.50,6044.00,6043.00,6043.00,15,14,29,1,-655,23196
816,2025-06-12 07:58:00,6043.50,6044.25,6043.50,6044.00,1,5,6,-4,-659,23202
817,2025-06-12 07:59:00,6043.75,6044.50,6043.00,6044.50,13,4,17,9,-650,23219
818,2025-06-12 08:00:00,6044.00,6045.50,6044.00,6044.75,12,25,37,-13,-663,23256
819,2025-06-12 08:01:00,6045.00,6046.25,6045.00,6046.25,12,19,31,-7,-670,23287
820,2025-06-12 08:02:00,6046.00,6046.25,6045.25,6045.50,19,24,43,-5,-675,23330
821,2025-06-12 08:03:00,6045.75,6046.50,6045.50,6046.25,15,18,33,-3,-678,23363
822,2025-06-12 08:04:00,6046.00,6047.00,6045.50,6046.00,20,12,32,8,-670,23395
823,2025-06-12 08:05:00,6045.75,6046.50,6045.50,6046.25,24,13,37,11,-659,23432
824,2025-06-12 08:06:00,6046.00,6047.00,6045.75,6047.00,19,17,36,2,-657,23468
825,2025-06-12 08:07:00,6047.25,6047.75,6047.25,6047.25,11,10,21,1,-656,23489
826,2025-06-12 08:08:00,6047.25,6047.50,6047.00,6047.25,5,13,18,-8,-664,23507
827,2025-06-12 08:09:00,6047.50,6048.25,6047.00,6048.25,8,5,13,3,-661,23520
828,2025-06-12 08:10:00,6048.25,6048.50,6047.25,6048.25,20,18,38,2,-659,23558
829,2025-06-12 08:11:00,6048.00,6050.00,6048.00,6049.25,15,19,34,-4,-663,23592
830,2025-06-12 08:12:00,6049.25,6049.25,6048.50,6049.25,23,10,33,13,-650,23625
831,2025-06-12 08:13:00,6049.25,6051.75,6049.25,6050.50,33,33,66,0,-650,23691
832,2025-06-12 08:14:00,6050.50,6051.25,6050.50,6050.75,16,24,40,-8,-658,23731
833,2025-06-12 08:15:00,6050.00,6050.25,6049.50,6049.75,8,5,13,3,-655,23744
834,2025-06-12 08:16:00,6049.50,6049.75,6048.75,6049.00,9,13,22,-4,-659,23766
835,2025-06-12 08:17:00,6049.00,6050.00,6048.50,6049.00,21,8,29,13,-646,23795
836,2025-06-12 08:18:00,6049.25,6049.50,6048.75,6049.50,10,6,16,4,-642,23811
837,2025-06-12 08:19:00,6049.25,6050.75,6049.25,6050.00,15,11,26,4,-638,23837
838,2025-06-12 08:20:00,6050.00,6050.00,6048.50,6048.50,9,11,20,-2,-640,23857
839,2025-06-12 08:21:00,6049.00,6050.00,6049.00,6050.00,8,6,14,2,-638,23871
840,2025-06-12 08:22:00,6050.25,6050.25,6049.50,6049.75,16,17,33,-1,-639,23904
841,2025-06-12 08:23:00,6049.75,6050.00,6049.00,6049.25,4,9,13,-5,-644,23917
842,2025-06-12 08:24:00,6049.00,6050.00,6049.00,6050.00,18,13,31,5,-639,23948
843,2025-06-12 08:25:00,6050.00,6050.25,6049.00,6049.50,12,20,32,-8,-647,23980
844,2025-06-12 08:26:00,6049.50,6049.50,6047.75,6048.00,32,30,62,2,-645,24042
845,2025-06-12 08:27:00,6048.00,6048.25,6046.75,6046.75,6,10,16,-4,-649,24058
846,2025-06-12 08:28:00,6047.00,6048.00,6047.00,6048.00,9,0,9,9,-640,24067
847,2025-06-12 08:29:00,6048.00,6049.00,6047.25,6047.25,5,8,13,-3,-643,24080
848,2025-06-12 08:30:00,6051.00,6057.50,6044.50,6050.00,173,116,289,57,-586,24369
849,2025-06-12 08:31:00,6051.00,6053.00,6049.50,6050.50,74,34,108,40,-546,24477
850,2025-06-12 08:32:00,6050.25,6056.00,6050.25,6055.25,67,36,103,31,-515,24580
851,2025-06-12 08:33:00,6055.75,6055.75,6052.75,6053.25,27,35,62,-8,-523,24642
852,2025-06-12 08:34:00,6053.50,6056.25,6053.25,6055.25,29,19,48,10,-513,24690
853,2025-06-12 08:35:00,6055.00,6057.50,6055.00,6056.00,92,62,154,30,-483,24844
854,2025-06-12 08:36:00,6056.00,6061.25,6055.75,6060.75,67,22,89,45,-438,24933
855,2025-06-12 08:37:00,6060.75,6061.75,6058.75,6060.75,34,42,76,-8,-446,25009
856,2025-06-12 08:38:00,6060.25,6063.00,6059.25,6060.50,46,44,90,2,-444,25099
857,2025-06-12 08:39:00,6060.50,6062.75,6060.25,6062.50,25,22,47,3,-441,25146
858,2025-06-12 08:40:00,6062.75,6064.00,6061.75,6062.50,41,22,63,19,-422,25209
859,2025-06-12 08:41:00,6062.00,6065.25,6061.75,6064.50,32,26,58,6,-416,25267
860,2025-06-12 08:42:00,6064.75,6065.50,6063.00,6063.75,17,43,60,-26,-442,25327
861,2025-06-12 08:43:00,6063.50,6064.25,6062.75,6064.00,22,13,35,9,-433,25362
862,2025-06-12 08:44:00,6063.75,6065.00,6063.25,6065.00,11,11,22,0,-433,25384
863,2025-06-12 08:45:00,6065.25,6066.00,6064.25,6065.75,17,13,30,4,-429,25414
864,2025-06-12 08:46:00,6065.25,6065.50,6062.50,6063.00,15,18,33,-3,-432,25447
865,2025-06-12 08:47:00,6063.25,6065.50,6063.25,6064.75,18,14,32,4,-428,25479
866,2025-06-12 08:48:00,6064.75,6067.25,6064.75,6065.75,24,24,48,0,-428,25527
867,2025-06-12 08:49:00,6065.50,6065.50,6064.25,6064.75,13,12,25,1,-427,25552
868,2025-06-12 08:50:00,6064.50,6064.50,6063.00,6063.50,4,12,16,-8,-435,25568
869,2025-06-12 08:51:00,6063.25,6064.25,6062.50,6062.75,7,12,19,-5,-440,25587
870,2025-06-12 08:52:00,6062.50,6063.75,6062.25,6063.00,21,16,37,5,-435,25624
871,2025-06-12 08:53:00,6063.00,6065.00,6063.00,6064.50,23,9,32,14,-421,25656
872,2025-06-12 08:54:00,6064.50,6065.25,6064.00,6064.25,9,9,18,0,-421,25674
873,2025-06-12 08:55:00,6064.25,6068.00,6064.25,6066.50,27,28,55,-1,-422,25729
874,2025-06-12 08:56:00,6066.00,6066.75,6066.00,6066.75,8,6,14,2,-420,25743
875,2025-06-12 08:57:00,6066.25,6066.75,6065.75,6066.50,10,11,21,-1,-421,25764
876,2025-06-12 08:58:00,6066.50,6068.00,6066.50,6067.50,18,11,29,7,-414,25793
877,2025-06-12 08:59:00,6067.75,6068.25,6066.50,6066.50,18,17,35,1,-413,25828
878,2025-06-12 09:00:00,6066.75,6068.00,6065.75,6067.00,26,29,55,-3,-416,25883
879,2025-06-12 09:01:00,6066.75,6067.25,6066.25,6066.50,12,11,23,1,-415,25906
880,2025-06-12 09:02:00,6066.75,6075.25,6066.75,6068.75,153,111,264,42,-373,26170
881,2025-06-12 09:03:00,6069.00,6071.25,6067.50,6068.50,83,119,202,-36,-409,26372
882,2025-06-12 09:04:00,6069.00,6069.25,6068.00,6068.00,33,35,68,-2,-411,26440
883,2025-06-12 09:05:00,6067.75,6068.00,6066.25,6066.25,15,15,30,0,-411,26470
884,2025-06-12 09:06:00,6066.25,6066.25,6064.50,6065.00,14,16,30,-2,-413,26500
885,2025-06-12 09:07:00,6065.50,6066.00,6065.00,6066.00,6,9,15,-3,-416,26515
886,2025-06-12 09:08:00,6066.00,6066.25,6064.75,6065.25,5,7,12,-2,-418,26527
887,2025-06-12 09:09:00,6065.75,6067.25,6065.25,6067.25,8,11,19,-3,-421,26546
888,2025-06-12 09:10:00,6067.75,6068.00,6066.25,6066.50,9,5,14,4,-417,26560
889,2025-06-12 09:11:00,6067.25,6068.00,6067.25,6067.75,7,14,21,-7,-424,26581
890,2025-06-12 09:12:00,6067.75,6068.00,6067.50,6067.50,9,9,18,0,-424,26599
891,2025-06-12 09:13:00,6067.50,6067.75,6067.25,6067.25,7,4,11,3,-421,26610
892,2025-06-12 09:14:00,6067.25,6067.50,6066.25,6066.50,9,25,34,-16,-437,26644
893,2025-06-12 09:15:00,6066.75,6067.00,6066.00,6066.00,7,12,19,-5,-442,26663
894,2025-06-12 09:16:00,6065.75,6066.50,6065.50,6066.50,11,18,29,-7,-449,26692
895,2025-06-12 09:17:00,6066.00,6067.50,6066.00,6067.50,9,8,17,1,-448,26709
896,2025-06-12 09:18:00,6067.50,6067.50,6066.75,6067.25,4,14,18,-10,-458,26727
897,2025-06-12 09:19:00,6067.25,6068.00,6067.25,6067.75,12,13,25,-1,-459,26752
898,2025-06-12 09:20:00,6067.75,6067.75,6065.75,6066.00,10,16,26,-6,-465,26778
899,2025-06-12 09:21:00,6066.25,6066.50,6065.50,6066.25,9,8,17,1,-464,26795
900,2025-06-12 09:22:00,6066.25,6067.00,6066.25,6066.75,5,4,9,1,-463,26804
901,2025-06-12 09:23:00,6066.75,6066.75,6066.25,6066.25,5,6,11,-1,-464,26815
902,2025-06-12 09:24:00,6066.00,6067.25,6065.50,6066.50,15,41,56,-26,-490,26871
903,2025-06-12 09:25:00,6066.50,6067.75,6065.75,6066.25,55,54,109,1,-489,26980
904,2025-06-12 09:26:00,6067.00,6067.25,6066.25,6066.75,13,20,33,-7,-496,27013
905,2025-06-12 09:27:00,6066.75,6067.00,6066.25,6066.50,17,11,28,6,-490,27041
906,2025-06-12 09:28:00,6066.75,6067.25,6066.25,6066.50,40,44,84,-4,-494,27125
907,2025-06-12 09:29:00,6066.50,6068.25,6065.75,6066.25,49,67,116,-18,-512,27241
908,2025-06-12 09:30:00,6067.00,6073.25,6065.25,6070.75,298,405,703,-107,-619,27944
909,2025-06-12 09:31:00,6070.50,6070.50,6065.75,6066.75,361,252,613,109,-510,28557
910,2025-06-12 09:32:00,6066.75,6066.75,6063.25,6063.75,104,160,264,-56,-566,28821
911,2025-06-12 09:33:00,6063.75,6067.00,6063.00,6065.00,104,202,306,-98,-664,29127
